Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
"AAPL","APPLE INC","Equity","3.81","208.49","3,195,179.00","666,162,869.71","666,162,869.71","Information Technology","2046251","US0378331005","NASDAQ"
"MSFT","MICROSOFT CORP","Equity","3.20","111.75","5,009,726.00","559,836,880.50","559,836,880.50","Information Technology","2588173","US5949181045","NASDAQ"
"AMZN","AMAZON COM INC","Equity","2.69","1,754.91","268,733.00","471,602,229.03","471,602,229.03","Consumer Discretionary","2000019","US0231351067","NASDAQ"
"BRKB","BERKSHIRE HATHAWAY INC CLASS B","Equity","1.63","222.42","1,280,454.00","284,798,578.68","284,798,578.68","Financials","2073390","US0846707026","New York Stock Exchange Inc."
"JNJ","JOHNSON & JOHNSON","Equity","1.47","145.30","1,774,391.00","257,819,012.30","257,819,012.30","Health Care","2475833","US4781601046","New York Stock Exchange Inc."
"JPM","JPMORGAN CHASE & CO","Equity","1.42","112.38","2,210,225.00","248,385,085.50","248,385,085.50","Financials","2190385","US46625H1005","New York Stock Exchange Inc."
"FB","FACEBOOK CLASS A INC","Equity","1.33","147.87","1,571,524.00","232,381,253.88","232,381,253.88","Communication","B7TL820","US30303M1027","NASDAQ"
"XOM","EXXON MOBIL CORP","Equity","1.29","80.89","2,799,774.00","226,473,718.86","226,473,718.86","Energy","2326618","US30231G1022","New York Stock Exchange Inc."
"GOOG","ALPHABET INC CLASS C","Equity","1.24","1,082.40","201,276.00","217,861,142.40","217,861,142.40","Communication","BYY88Y7","US02079K1079","NASDAQ"
"GOOGL","ALPHABET INC CLASS A","Equity","1.23","1,094.63","197,498.00","216,187,235.74","216,187,235.74","Communication","BYVY8G0","US02079K3059","NASDAQ"
"BAC","BANK OF AMERICA CORP","Equity","1.01","28.87","6,151,284.00","177,587,569.08","177,587,569.08","Financials","2295677","US0605051046","New York Stock Exchange Inc."
"UNH","UNITEDHEALTH GROUP INC","Equity","1.00","276.65","631,474.00","174,697,282.10","174,697,282.10","Health Care","2917766","US91324P1021","New York Stock Exchange Inc."
"V","VISA INC CLASS A","Equity","0.98","145.23","1,181,269.00","171,555,696.87","171,555,696.87","Information Technology","B2PZN04","US92826C8394","New York Stock Exchange Inc."
"PFE","PFIZER INC","Equity","0.96","43.85","3,833,313.00","168,090,775.05","168,090,775.05","Health Care","2684703","US7170811035","New York Stock Exchange Inc."
"VZ","VERIZON COMMUNICATIONS INC","Equity","0.91","58.27","2,733,087.00","159,256,979.49","159,256,979.49","Communication","2090571","US92343V1044","New York Stock Exchange Inc."
"WFC","WELLS FARGO","Equity","0.87","53.16","2,867,942.00","152,459,796.72","152,459,796.72","Financials","2649100","US9497461015","New York Stock Exchange Inc."
"CSCO","CISCO SYSTEMS INC","Equity","0.86","48.44","3,109,950.00","150,645,978.00","150,645,978.00","Information Technology","2198163","US17275R1023","NASDAQ"
"PG","PROCTER & GAMBLE","Equity","0.86","91.36","1,647,334.00","150,500,434.24","150,500,434.24","Consumer Staples","2704407","US7427181091","New York Stock Exchange Inc."
"CVX","CHEVRON CORP","Equity","0.86","119.36","1,259,673.00","150,354,569.28","150,354,569.28","Energy","2838555","US1667641005","New York Stock Exchange Inc."
"INTC","INTEL CORPORATION","Equity","0.85","48.99","3,049,309.00","149,385,647.91","149,385,647.91","Information Technology","2463247","US4581401001","NASDAQ"
"T","AT&T INC","Equity","0.85","31.04","4,807,423.00","149,222,409.92","149,222,409.92","Communication","2831811","US00206R1023","New York Stock Exchange Inc."
"HD","HOME DEPOT INC","Equity","0.82","188.00","762,152.00","143,284,576.00","143,284,576.00","Consumer Discretionary","2434209","US4370761029","New York Stock Exchange Inc."
"MRK","MERCK & CO INC","Equity","0.76","75.48","1,760,527.00","132,884,577.96","132,884,577.96","Health Care","2778844","US58933Y1055","New York Stock Exchange Inc."
"BA","BOEING","Equity","0.76","370.77","357,852.00","132,680,786.04","132,680,786.04","Industrials","2108601","US0970231058","New York Stock Exchange Inc."
"MA","MASTERCARD INC CLASS A","Equity","0.72","208.86","607,564.00","126,895,817.04","126,895,817.04","Information Technology","B121557","US57636Q1040","New York Stock Exchange Inc."
"KO","COCA-COLA","Equity","0.71","49.33","2,529,820.00","124,796,020.60","124,796,020.60","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc."
"CMCSA","COMCAST CORP CLASS A","Equity","0.66","38.30","3,021,687.00","115,730,612.10","115,730,612.10","Communication","2044545","US20030N1019","NASDAQ"
"DIS","WALT DISNEY","Equity","0.65","116.00","986,032.00","114,379,712.00","114,379,712.00","Communication","2270726","US2546871060","New York Stock Exchange Inc."
"C","CITIGROUP INC","Equity","0.64","67.78","1,664,887.00","112,846,040.86","112,846,040.86","Financials","2297907","US1729674242","New York Stock Exchange Inc."
"PEP","PEPSICO INC","Equity","0.62","116.06","936,983.00","108,746,246.98","108,746,246.98","Consumer Staples","2681511","US7134481081","NASDAQ"
"WMT","WALMART INC","Equity","0.57","104.88","943,629.00","98,967,809.52","98,967,809.52","Consumer Staples","2936921","US9311421039","New York Stock Exchange Inc."
"MCD","MCDONALDS CORP","Equity","0.54","185.48","513,675.00","95,276,439.00","95,276,439.00","Consumer Discretionary","2550707","US5801351017","New York Stock Exchange Inc."
"ORCL","ORACLE CORP","Equity","0.53","50.43","1,853,173.00","93,455,514.39","93,455,514.39","Information Technology","2661568","US68389X1054","New York Stock Exchange Inc."
"PM","PHILIP MORRIS INTERNATIONAL INC","Equity","0.53","89.48","1,027,461.00","91,937,210.28","91,937,210.28","Consumer Staples","B2PKRQ3","US7181721090","New York Stock Exchange Inc."
"DWDP","DOWDUPONT INC","Equity","0.52","59.44","1,535,587.00","91,275,291.28","91,275,291.28","Materials","BYP66M4","US26078J1007","New York Stock Exchange Inc."
"ABBV","ABBVIE INC","Equity","0.50","87.73","1,002,265.00","87,928,708.45","87,928,708.45","Health Care","B92SR70","US00287Y1091","New York Stock Exchange Inc."
"NFLX","NETFLIX INC","Equity","0.50","317.92","275,170.00","87,482,046.40","87,482,046.40","Communication","2857817","US64110L1061","NASDAQ"
"MDT","MEDTRONIC PLC","Equity","0.48","94.74","894,743.00","84,767,951.82","84,767,951.82","Health Care","BTN1Y11","IE00BTN1Y115","New York Stock Exchange Inc."
"AMGN","AMGEN INC","Equity","0.48","196.02","428,315.00","83,958,306.30","83,958,306.30","Health Care","2023607","US0311621009","NASDAQ"
"ABT","ABBOTT LABORATORIES","Equity","0.47","72.96","1,131,389.00","82,546,141.44","82,546,141.44","Health Care","2002305","US0028241000","New York Stock Exchange Inc."
"MO","ALTRIA GROUP INC","Equity","0.47","65.37","1,252,280.00","81,861,543.60","81,861,543.60","Consumer Staples","2692632","US02209S1033","New York Stock Exchange Inc."
"ADBE","ADOBE INC","Equity","0.46","249.96","324,588.00","81,134,016.48","81,134,016.48","Information Technology","2008154","US00724F1012","NASDAQ"
"NVDA","NVIDIA CORP","Equity","0.45","205.99","384,924.00","79,290,494.76","79,290,494.76","Information Technology","2379504","US67066G1040","NASDAQ"
"MMM","3M","Equity","0.44","204.07","377,049.00","76,944,389.43","76,944,389.43","Industrials","2595708","US88579Y1010","New York Stock Exchange Inc."
"IBM","INTERNATIONAL BUSINESS MACHINES CO","Equity","0.43","123.38","607,557.00","74,960,382.66","74,960,382.66","Information Technology","2005973","US4592001014","New York Stock Exchange Inc."
"UNP","UNION PACIFIC CORP","Equity","0.43","152.39","489,381.00","74,576,770.59","74,576,770.59","Industrials","2914734","US9078181081","New York Stock Exchange Inc."
"HON","HONEYWELL INTERNATIONAL INC","Equity","0.42","150.55","493,742.00","74,332,858.10","74,332,858.10","Industrials","2020459","US4385161066","New York Stock Exchange Inc."
"PYPL","PAYPAL HOLDINGS INC","Equity","0.40","89.04","785,639.00","69,953,296.56","69,953,296.56","Information Technology","BYW36M8","US70450Y1038","NASDAQ"
"ACN","ACCENTURE PLC CLASS A","Equity","0.40","164.50","425,183.00","69,942,603.50","69,942,603.50","Information Technology","B4BNMY3","IE00B4BNMY34","New York Stock Exchange Inc."
"LLY","ELI LILLY","Equity","0.40","110.10","630,459.00","69,413,535.90","69,413,535.90","Health Care","2516152","US5324571083","New York Stock Exchange Inc."
"COST","COSTCO WHOLESALE CORP","Equity","0.39","238.70","289,069.00","69,000,770.30","69,000,770.30","Consumer Staples","2701271","US22160K1051","NASDAQ"
"AVGO","BROADCOM INC","Equity","0.39","240.25","284,998.00","68,470,769.50","68,470,769.50","Information Technology","BDZ78H9","US11135F1012","NASDAQ"
"CRM","SALESFORCE.COM INC","Equity","0.38","141.87","466,693.00","66,209,735.91","66,209,735.91","Information Technology","2310525","US79466L3024","New York Stock Exchange Inc."
"TMO","THERMO FISHER SCIENTIFIC INC","Equity","0.37","245.57","265,078.00","65,095,204.46","65,095,204.46","Health Care","2886907","US8835561023","New York Stock Exchange Inc."
"UTX","UNITED TECHNOLOGIES CORP","Equity","0.37","131.34","495,259.00","65,047,317.06","65,047,317.06","Industrials","2915500","US9130171096","New York Stock Exchange Inc."
"NKE","NIKE INC CLASS B","Equity","0.37","77.78","829,625.00","64,528,232.50","64,528,232.50","Consumer Discretionary","2640147","US6541061031","New York Stock Exchange Inc."
"TXN","TEXAS INSTRUMENT INC","Equity","0.36","98.48","647,763.00","63,791,700.24","63,791,700.24","Information Technology","2885409","US8825081040","NASDAQ"
"LIN","LINDE PLC","Equity","0.36","165.30","378,891.00","62,630,682.30","62,630,682.30","Materials","BZ12WP8","IE00BZ12WP82","New York Stock Exchange Inc."
"BKNG","BOOKING HOLDINGS INC","Equity","0.35","1,977.61","31,321.00","61,940,722.81","61,940,722.81","Consumer Discretionary","BDRXDB4","US09857L1089","NASDAQ"
"GILD","GILEAD SCIENCES INC","Equity","0.35","71.88","856,062.00","61,533,736.56","61,533,736.56","Health Care","2369174","US3755581036","NASDAQ"
"SBUX","STARBUCKS CORP","Equity","0.34","68.72","868,494.00","59,682,907.68","59,682,907.68","Consumer Discretionary","2842255","US8552441094","NASDAQ"
"BMY","BRISTOL MYERS SQUIBB","Equity","0.33","52.81","1,081,728.00","57,126,055.68","57,126,055.68","Health Care","2126335","US1101221083","New York Stock Exchange Inc."
"QCOM","QUALCOMM INC","Equity","0.33","58.05","980,338.00","56,908,620.90","56,908,620.90","Information Technology","2714923","US7475251036","NASDAQ"
"GS","GOLDMAN SACHS GROUP INC","Equity","0.31","231.65","234,021.00","54,210,964.65","54,210,964.65","Financials","2407966","US38141G1040","New York Stock Exchange Inc."
"NEE","NEXTERA ENERGY INC","Equity","0.31","173.96","311,543.00","54,196,020.28","54,196,020.28","Utilities","2328915","US65339F1012","New York Stock Exchange Inc."
"USB","US BANCORP","Equity","0.31","52.93","1,016,635.00","53,810,490.55","53,810,490.55","Financials","2736035","US9029733048","New York Stock Exchange Inc."
"CVS","CVS HEALTH CORP","Equity","0.31","80.05","671,933.00","53,788,236.65","53,788,236.65","Health Care","2577609","US1266501006","New York Stock Exchange Inc."
"LOW","LOWES COMPANIES INC","Equity","0.31","99.47","539,852.00","53,699,078.44","53,699,078.44","Consumer Discretionary","2536763","US5486611073","New York Stock Exchange Inc."
"GE","GENERAL ELECTRIC","Equity","0.30","9.10","5,700,714.00","51,876,497.40","51,876,497.40","Industrials","2380498","US3696041033","New York Stock Exchange Inc."
"COP","CONOCOPHILLIPS","Equity","0.30","66.91","774,304.00","51,808,680.64","51,808,680.64","Energy","2685717","US20825C1045","New York Stock Exchange Inc."
"UPS","UNITED PARCEL SERVICE INC CLASS B","Equity","0.29","111.50","456,644.00","50,915,806.00","50,915,806.00","Industrials","2517382","US9113121068","New York Stock Exchange Inc."
"AXP","AMERICAN EXPRESS","Equity","0.29","108.50","468,785.00","50,863,172.50","50,863,172.50","Financials","2026082","US0258161092","New York Stock Exchange Inc."
"LMT","LOCKHEED MARTIN CORP","Equity","0.29","308.56","163,999.00","50,603,531.44","50,603,531.44","Industrials","2522096","US5398301094","New York Stock Exchange Inc."
"CAT","CATERPILLAR INC","Equity","0.29","131.39","383,750.00","50,420,912.50","50,420,912.50","Industrials","2180201","US1491231015","New York Stock Exchange Inc."
"ANTM","ANTHEM INC","Equity","0.28","287.37","172,194.00","49,483,389.78","49,483,389.78","Health Care","BSPHGL4","US0367521038","New York Stock Exchange Inc."
"SLB","SCHLUMBERGER NV","Equity","0.27","51.58","916,730.00","47,284,933.40","47,284,933.40","Energy","2779201","AN8068571086","New York Stock Exchange Inc."
"AMT","AMERICAN TOWER REIT CORP","Equity","0.26","159.36","289,919.00","46,201,491.84","46,201,491.84","Real Estate","B7FBFL2","US03027X1000","New York Stock Exchange Inc."
"WBA","WALGREEN BOOTS ALLIANCE INC","Equity","0.26","82.44","559,497.00","46,124,932.68","46,124,932.68","Consumer Staples","BTN1Y44","US9314271084","NASDAQ"
"TJX","TJX INC","Equity","0.26","55.54","829,434.00","46,066,764.36","46,066,764.36","Consumer Discretionary","2989301","US8725401090","New York Stock Exchange Inc."
"CME","CME GROUP INC CLASS A","Equity","0.25","189.43","233,707.00","44,271,117.01","44,271,117.01","Financials","2965839","US12572Q1058","NASDAQ"
"AET","AETNA INC","Equity","0.25","209.23","211,482.00","44,248,378.86","44,248,378.86","Health Care","2695921","US00817Y1082","New York Stock Exchange Inc."
"BIIB","BIOGEN INC INC","Equity","0.25","326.04","133,088.00","43,392,011.52","43,392,011.52","Health Care","2455965","US09062X1037","NASDAQ"
"ADP","AUTOMATIC DATA PROCESSING INC","Equity","0.25","147.89","291,404.00","43,095,737.56","43,095,737.56","Information Technology","2065308","US0530151036","NASDAQ"
"BDX","BECTON DICKINSON","Equity","0.24","244.48","175,090.00","42,806,003.20","42,806,003.20","Health Care","2087807","US0758871091","New York Stock Exchange Inc."
"DHR","DANAHER CORP","Equity","0.24","104.75","408,545.00","42,795,088.75","42,795,088.75","Health Care","2250870","US2358511028","New York Stock Exchange Inc."
"MDLZ","MONDELEZ INTERNATIONAL INC CLASS A","Equity","0.24","43.94","957,808.00","42,086,083.52","42,086,083.52","Consumer Staples","B8CKK03","US6092071058","NASDAQ"
"PNC","PNC FINANCIAL SERVICES GROUP INC","Equity","0.24","134.24","306,930.00","41,202,283.20","41,202,283.20","Financials","2692665","US6934751057","New York Stock Exchange Inc."
"CB","CHUBB LTD","Equity","0.23","131.76","306,483.00","40,382,200.08","40,382,200.08","Financials","B3BQMF6","CH0044328745","New York Stock Exchange Inc."
"ISRG","INTUITIVE SURGICAL INC","Equity","0.23","540.02","74,282.00","40,113,765.64","40,113,765.64","Health Care","2871301","US46120E6023","NASDAQ"
"EOG","EOG RESOURCES INC","Equity","0.23","104.85","382,179.00","40,071,468.15","40,071,468.15","Energy","2318024","US26875P1012","New York Stock Exchange Inc."
"DUK","DUKE ENERGY CORP","Equity","0.23","84.33","471,399.00","39,753,077.67","39,753,077.67","Utilities","B7VD3F2","US26441C2044","New York Stock Exchange Inc."
"CSX","CSX CORP","Equity","0.22","71.67","540,007.00","38,702,301.69","38,702,301.69","Industrials","2160753","US1264081035","NASDAQ"
"SYK","STRYKER CORP","Equity","0.22","171.29","225,874.00","38,689,957.46","38,689,957.46","Health Care","2853688","US8636671013","New York Stock Exchange Inc."
"SCHW","CHARLES SCHWAB CORP","Equity","0.22","48.63","794,113.00","38,617,715.19","38,617,715.19","Financials","2779397","US8085131055","New York Stock Exchange Inc."
"SPG","SIMON PROPERTY GROUP REIT INC","Equity","0.22","187.29","203,726.00","38,155,842.54","38,155,842.54","Real Estate","2812452","US8288061091","New York Stock Exchange Inc."
"MS","MORGAN STANLEY","Equity","0.22","46.43","813,106.00","37,752,511.58","37,752,511.58","Financials","2262314","US6174464486","New York Stock Exchange Inc."
"AGN","ALLERGAN","Equity","0.22","168.59","223,914.00","37,749,661.26","37,749,661.26","Health Care","BY9D546","IE00BY9D5467","New York Stock Exchange Inc."
"FDX","FEDEX CORP","Equity","0.21","229.40","163,458.00","37,497,265.20","37,497,265.20","Industrials","2142784","US31428X1063","New York Stock Exchange Inc."
"CHTR","CHARTER COMMUNICATIONS INC CLASS A","Equity","0.21","324.65","115,378.00","37,457,467.70","37,457,467.70","Communication","BZ6VT82","US16119P1084","NASDAQ"
"ESRX","EXPRESS SCRIPTS HOLDING","Equity","0.21","99.32","370,861.00","36,833,914.52","36,833,914.52","Health Care","B7QQYV9","US30219G1085","NASDAQ"
"OXY","OCCIDENTAL PETROLEUM CORP","Equity","0.21","72.63","506,599.00","36,794,285.37","36,794,285.37","Energy","2655408","US6745991058","New York Stock Exchange Inc."
"INTU","INTUIT INC","Equity","0.21","223.24","160,938.00","35,927,799.12","35,927,799.12","Information Technology","2459020","US4612021034","NASDAQ"
"RTN","RAYTHEON","Equity","0.20","186.66","189,926.00","35,451,587.16","35,451,587.16","Industrials","2758051","US7551115071","New York Stock Exchange Inc."
"BSX","BOSTON SCIENTIFIC CORP","Equity","0.20","38.44","910,302.00","34,992,008.88","34,992,008.88","Health Care","2113434","US1011371077","New York Stock Exchange Inc."
"CELG","CELGENE CORP","Equity","0.20","75.23","463,940.00","34,902,206.20","34,902,206.20","Health Care","2182348","US1510201049","NASDAQ"
"CI","CIGNA CORP","Equity","0.20","220.49","155,917.00","34,378,139.33","34,378,139.33","Health Care","2196479","US1255091092","New York Stock Exchange Inc."
"BLK","BLACKROCK INC","Equity","0.20","421.39","81,465.00","34,328,536.35","34,328,536.35","Financials","2494504","US09247X1019","New York Stock Exchange Inc."
"CL","COLGATE-PALMOLIVE","Equity","0.20","60.90","563,354.00","34,308,258.60","34,308,258.60","Consumer Staples","2209106","US1941621039","New York Stock Exchange Inc."
"FOXA","TWENTY FIRST CENTURY FOX INC CLASS","Equity","0.19","47.84","688,940.00","32,958,889.60","32,958,889.60","Communication","BBM4S68","US90130A1016","NASDAQ"
"ILMN","ILLUMINA INC","Equity","0.19","339.55","97,004.00","32,937,708.20","32,937,708.20","Health Care","2613990","US4523271090","NASDAQ"
"NSC","NORFOLK SOUTHERN CORP","Equity","0.18","172.35","186,418.00","32,129,142.30","32,129,142.30","Industrials","2641894","US6558441084","New York Stock Exchange Inc."
"GM","GENERAL MOTORS","Equity","0.18","36.57","864,773.00","31,624,748.61","31,624,748.61","Consumer Discretionary","B665KZ5","US37045V1008","New York Stock Exchange Inc."
"GD","GENERAL DYNAMICS CORP","Equity","0.18","184.56","171,248.00","31,605,530.88","31,605,530.88","Industrials","2365161","US3695501086","New York Stock Exchange Inc."
"TSLA","TESLA INC","Equity","0.18","351.40","89,408.00","31,417,971.20","31,417,971.20","Consumer Discretionary","B616C79","US88160R1014","NASDAQ"
"DE","DEERE","Equity","0.18","146.67","213,965.00","31,382,246.55","31,382,246.55","Industrials","2261203","US2441991054","New York Stock Exchange Inc."
"ATVI","ACTIVISION BLIZZARD INC","Equity","0.18","62.79","497,809.00","31,257,427.11","31,257,427.11","Communication","2575818","US00507V1098","NASDAQ"
"SPGI","S&P GLOBAL INC","Equity","0.18","188.16","165,875.00","31,211,040.00","31,211,040.00","Financials","BYV2325","US78409V1044","New York Stock Exchange Inc."
"SO","SOUTHERN","Equity","0.18","46.58","669,003.00","31,162,159.74","31,162,159.74","Utilities","2829601","US8425871071","New York Stock Exchange Inc."
"TGT","TARGET CORP","Equity","0.18","87.60","354,543.00","31,057,966.80","31,057,966.80","Consumer Discretionary","2259101","US87612E1064","New York Stock Exchange Inc."
"MU","MICRON TECHNOLOGY INC","Equity","0.18","40.44","764,366.00","30,910,961.04","30,910,961.04","Information Technology","2588184","US5951121038","NASDAQ"
"HUM","HUMANA INC","Equity","0.18","339.59","90,943.00","30,883,333.37","30,883,333.37","Health Care","2445063","US4448591028","New York Stock Exchange Inc."
"D","DOMINION ENERGY INC","Equity","0.18","71.22","430,461.00","30,657,432.42","30,657,432.42","Utilities","2542049","US25746U1097","New York Stock Exchange Inc."
"CCI","CROWN CASTLE INTERNATIONAL REIT CO","Equity","0.17","111.47","273,363.00","30,471,773.61","30,471,773.61","Real Estate","BTGQCX1","US22822V1017","New York Stock Exchange Inc."
"ZTS","ZOETIS INC CLASS A","Equity","0.17","94.90","320,097.00","30,377,205.30","30,377,205.30","Health Care","B95WG16","US98978V1035","New York Stock Exchange Inc."
"NOC","NORTHROP GRUMMAN CORP","Equity","0.17","284.03","106,943.00","30,375,020.29","30,375,020.29","Industrials","2648806","US6668071029","New York Stock Exchange Inc."
"VRTX","VERTEX PHARMACEUTICALS INC","Equity","0.17","180.26","168,464.00","30,367,320.64","30,367,320.64","Health Care","2931034","US92532F1003","NASDAQ"
"ICE","INTERCONTINENTAL EXCHANGE INC","Equity","0.17","79.95","377,117.00","30,150,504.15","30,150,504.15","Financials","BFSSDS9","US45866F1049","New York Stock Exchange Inc."
"MPC","MARATHON PETROLEUM CORP","Equity","0.17","67.70","443,058.00","29,995,026.60","29,995,026.60","Energy","B3K3L40","US56585A1025","New York Stock Exchange Inc."
"BK","BANK OF NEW YORK MELLON CORP","Equity","0.17","49.03","610,729.00","29,944,042.87","29,944,042.87","Financials","B1Z77F6","US0640581007","New York Stock Exchange Inc."
"ITW","ILLINOIS TOOL INC","Equity","0.17","133.81","220,970.00","29,567,995.70","29,567,995.70","Industrials","2457552","US4523081093","New York Stock Exchange Inc."
"MMC","MARSH & MCLENNAN INC","Equity","0.17","87.83","335,126.00","29,434,116.58","29,434,116.58","Financials","2567741","US5717481023","New York Stock Exchange Inc."
"EMR","EMERSON ELECTRIC","Equity","0.17","69.76","414,636.00","28,925,007.36","28,925,007.36","Industrials","2313405","US2910111044","New York Stock Exchange Inc."
"COF","CAPITAL ONE FINANCIAL CORP","Equity","0.16","90.86","314,470.00","28,572,744.20","28,572,744.20","Financials","2654461","US14040H1059","New York Stock Exchange Inc."
"EXC","EXELON CORP","Equity","0.16","44.75","636,184.00","28,469,234.00","28,469,234.00","Utilities","2670519","US30161N1019","New York Stock Exchange Inc."
"PGR","PROGRESSIVE CORP","Equity","0.16","73.46","382,823.00","28,122,177.58","28,122,177.58","Financials","2705024","US7433151039","New York Stock Exchange Inc."
"PLD","PROLOGIS REIT INC","Equity","0.16","67.12","413,201.00","27,734,051.12","27,734,051.12","Real Estate","B44WZD7","US74340W1036","New York Stock Exchange Inc."
"CTSH","COGNIZANT TECHNOLOGY SOLUTIONS COR","Equity","0.16","71.24","385,177.00","27,440,009.48","27,440,009.48","Information Technology","2257019","US1924461023","NASDAQ"
"PSX","PHILLIPS","Equity","0.16","98.67","277,917.00","27,422,070.39","27,422,070.39","Energy","B78C4Y8","US7185461040","New York Stock Exchange Inc."
"BLKFDS","BLK CSH FND TREASURY SL AGENCY","Money Market","0.16","1.00","27,333,187.00","27,333,186.91","27,333,186.91","Cash and/or Derivatives","-","US0669224778","-"
"HPQ","HP INC","Equity","0.15","25.50","1,063,171.00","27,110,860.50","27,110,860.50","Information Technology","BYX4D52","US40434L1052","New York Stock Exchange Inc."
"PRU","PRUDENTIAL FINANCIAL INC","Equity","0.15","96.97","277,549.00","26,913,926.53","26,913,926.53","Financials","2819118","US7443201022","New York Stock Exchange Inc."
"ECL","ECOLAB INC","Equity","0.15","159.48","168,249.00","26,832,350.52","26,832,350.52","Materials","2304227","US2788651006","New York Stock Exchange Inc."
"AON","AON PLC CLASS A","Equity","0.15","164.83","161,004.00","26,538,289.32","26,538,289.32","Financials","B5BT0K0","GB00B5BT0K07","New York Stock Exchange Inc."
"AIG","AMERICAN INTERNATIONAL GROUP INC","Equity","0.15","44.25","588,219.00","26,028,690.75","26,028,690.75","Financials","2027342","US0268747849","New York Stock Exchange Inc."
"HCA","HCA HEALTHCARE INC","Equity","0.15","141.63","183,127.00","25,936,277.01","25,936,277.01","Health Care","B4MGBG6","US40412C1018","New York Stock Exchange Inc."
"BBT","BB AND T CORP","Equity","0.15","50.13","514,383.00","25,786,019.79","25,786,019.79","Financials","2830904","US0549371070","New York Stock Exchange Inc."
"WM","WASTE MANAGEMENT INC","Equity","0.15","89.89","284,612.00","25,583,772.68","25,583,772.68","Industrials","2937667","US94106L1098","New York Stock Exchange Inc."
"MET","METLIFE INC","Equity","0.14","45.44","557,059.00","25,312,760.96","25,312,760.96","Financials","2573209","US59156R1086","New York Stock Exchange Inc."
"ROST","ROSS STORES INC","Equity","0.14","103.33","244,505.00","25,264,701.65","25,264,701.65","Consumer Discretionary","2746711","US7782961038","NASDAQ"
"VLO","VALERO ENERGY CORP","Equity","0.14","88.70","284,536.00","25,238,343.20","25,238,343.20","Energy","2041364","US91913Y1001","New York Stock Exchange Inc."
"KMB","KIMBERLY CLARK CORP","Equity","0.14","107.21","230,181.00","24,677,705.01","24,677,705.01","Consumer Staples","2491839","US4943681035","New York Stock Exchange Inc."
"F","F MOTOR","Equity","0.14","9.46","2,572,234.00","24,333,333.64","24,333,333.64","Consumer Discretionary","2615468","US3453708600","New York Stock Exchange Inc."
"AEP","AMERICAN ELECTRIC POWER INC","Equity","0.14","74.17","325,062.00","24,109,848.54","24,109,848.54","Utilities","2026242","US0255371017","New York Stock Exchange Inc."
"DAL","DELTA AIR LINES INC","Equity","0.14","56.73","420,657.00","23,863,871.61","23,863,871.61","Industrials","B1W9D46","US2473617023","New York Stock Exchange Inc."
"FIS","FIDELITY NATIONAL INFORMATION SERV","Equity","0.13","107.68","217,303.00","23,399,187.04","23,399,187.04","Information Technology","2769796","US31620M1062","New York Stock Exchange Inc."
"APD","AIR PRODUCTS AND CHEMICALS INC","Equity","0.13","161.25","144,981.00","23,378,186.25","23,378,186.25","Materials","2011602","US0091581068","New York Stock Exchange Inc."
"TRV","TRAVELERS COMPANIES INC","Equity","0.13","130.99","178,446.00","23,374,641.54","23,374,641.54","Financials","2769503","US89417E1091","New York Stock Exchange Inc."
"AMAT","APPLIED MATERIAL INC","Equity","0.13","34.94","664,247.00","23,208,790.18","23,208,790.18","Information Technology","2046552","US0382221051","NASDAQ"
"SHW","SHERWIN WILLIAMS","Equity","0.13","415.34","55,163.00","22,911,400.42","22,911,400.42","Materials","2804211","US8243481061","New York Stock Exchange Inc."
"AFL","AFLAC INC","Equity","0.13","45.21","503,426.00","22,759,889.46","22,759,889.46","Financials","2026361","US0010551028","New York Stock Exchange Inc."
"MAR","MARRIOTT INTERNATIONAL INC CLASS A","Equity","0.13","116.91","189,596.00","22,165,668.36","22,165,668.36","Consumer Discretionary","2210614","US5719032022","NASDAQ"
"KMI","KINDER MORGAN INC","Equity","0.13","17.56","1,253,069.00","22,003,891.64","22,003,891.64","Energy","B3NQ4P8","US49456B1017","New York Stock Exchange Inc."
"ADI","ANALOG DEVICES INC","Equity","0.13","89.93","244,113.00","21,953,082.09","21,953,082.09","Information Technology","2032067","US0326541051","NASDAQ"
"EW","EDWARDS LIFESCIENCES CORP","Equity","0.12","157.15","138,396.00","21,748,931.40","21,748,931.40","Health Care","2567116","US28176E1082","New York Stock Exchange Inc."
"NOW","SERVICENOW INC","Equity","0.12","186.16","115,822.00","21,561,423.52","21,561,423.52","Information Technology","B80NXX8","US81762P1021","New York Stock Exchange Inc."
"ETN","EATON PLC","Equity","0.12","74.24","288,790.00","21,439,769.60","21,439,769.60","Industrials","B8KQN82","IE00B8KQN827","New York Stock Exchange Inc."
"FISV","FISERV INC","Equity","0.12","79.80","267,606.00","21,354,958.80","21,354,958.80","Information Technology","2342034","US3377381088","NASDAQ"
"ALL","ALLSTATE CORP","Equity","0.12","93.70","227,790.00","21,343,923.00","21,343,923.00","Financials","2019952","US0200021014","New York Stock Exchange Inc."
"SRE","SEMPRA ENERGY","Equity","0.12","117.97","180,110.00","21,247,576.70","21,247,576.70","Utilities","2138158","US8168511090","New York Stock Exchange Inc."
